,time,extra_obs,special,type,lat,lon,vmax,mslp,wmo_basin,storm_name,year
43,1980-08-11 06:00:00,0,,TS,28.0,-100.9,45,1000.0,north_atlantic,Allen,1980
44,1980-08-11 12:00:00,0,,TD,28.5,-101.9,30,1005.0,north_atlantic,Allen,1980
45,1980-08-11 18:00:00,0,,TD,28.9,-102.9,30,1008.0,north_atlantic,Allen,1980
46,1983-08-15 12:00:00,0,,TD,27.3,-90.5,30,1009.0,north_atlantic,Alicia,1983
47,1983-08-15 18:00:00,0,,TS,27.2,-91.0,40,1006.0,north_atlantic,Alicia,1983
48,1983-08-16 00:00:00,0,,TS,27.1,-91.5,45,1005.0,north_atlantic,Alicia,1983
49,1983-08-16 06:00:00,0,,TS,27.0,-92.0,50,1004.0,north_atlantic,Alicia,1983
50,1983-08-16 12:00:00,0,,TS,27.1,-92.4,55,1002.0,north_atlantic,Alicia,1983
51,1983-08-16 18:00:00,0,,TS,27.3,-92.8,60,998.0,north_atlantic,Alicia,1983
52,1983-08-17 00:00:00,0,,HU,27.4,-93.3,65,991.0,north_atlantic,Alicia,1983
53,1983-08-17 06:00:00,0,,HU,27.7,-93.7,70,987.0,north_atlantic,Alicia,1983
54,1983-08-17 12:00:00,0,,HU,27.9,-94.2,75,983.0,north_atlantic,Alicia,1983
55,1983-08-17 18:00:00,0,,HU,28.1,-94.5,90,974.0,north_atlantic,Alicia,1983
56,1983-08-18 00:00:00,0,,HU,28.4,-94.8,95,969.0,north_atlantic,Alicia,1983
57,1983-08-18 06:00:00,0,,HU,28.9,-95.0,100,963.0,north_atlantic,Alicia,1983
58,1983-08-18 07:00:00,1,L,HU,29.1,-95.1,100,962.0,north_atlantic,Alicia,1983
59,1983-08-18 12:00:00,0,,HU,29.7,-95.5,80,965.0,north_atlantic,Alicia,1983
60,1983-08-18 18:00:00,0,,TS,30.5,-96.0,40,990.0,north_atlantic,Alicia,1983
61,1983-08-19 00:00:00,0,,TS,31.5,-96.7,35,998.0,north_atlantic,Alicia,1983
62,1983-08-19 06:00:00,0,,TD,32.4,-97.4,30,1003.0,north_atlantic,Alicia,1983
63,1983-08-19 12:00:00,0,,TD,33.3,-98.0,25,1006.0,north_atlantic,Alicia,1983
64,1983-08-19 18:00:00,0,,TD,34.4,-98.5,25,1009.0,north_atlantic,Alicia,1983
65,1983-08-20 00:00:00,0,,TD,35.4,-99.0,20,1010.0,north_atlantic,Alicia,1983
66,1983-08-20 06:00:00,0,,EX,36.5,-99.4,20,1011.0,north_atlantic,Alicia,1983
67,1983-08-20 12:00:00,0,,EX,37.6,-99.2,20,1011.0,north_atlantic,Alicia,1983
68,1983-08-20 18:00:00,0,,EX,38.9,-99.0,20,1011.0,north_atlantic,Alicia,1983
69,1983-08-21 00:00:00,0,,EX,40.0,-98.0,20,1010.0,north_atlantic,Alicia,1983
70,1983-08-21 06:00:00,0,,EX,41.2,-97.0,20,1010.0,north_atlantic,Alicia,1983
71,1985-08-28 00:00:00,0,,TD,19.8,-74.0,30,1012.0,north_atlantic,Elena,1985
72,1985-08-28 06:00:00,0,,TD,20.8,-76.0,30,1010.0,north_atlantic,Elena,1985
73,1985-08-28 12:00:00,0,,TD,21.8,-78.0,30,1008.0,north_atlantic,Elena,1985
74,1985-08-28 18:00:00,0,,TS,22.6,-80.0,45,1006.0,north_atlantic,Elena,1985
75,1985-08-29 00:00:00,0,,TS,23.2,-81.8,50,1004.0,north_atlantic,Elena,1985
76,1985-08-29 06:00:00,0,,TS,24.0,-83.5,55,1000.0,north_atlantic,Elena,1985
77,1985-08-29 12:00:00,0,,HU,25.0,-85.0,65,994.0,north_atlantic,Elena,1985
78,1985-08-29 18:00:00,0,,HU,25.9,-85.8,70,990.0,north_atlantic,Elena,1985
79,1985-08-30 00:00:00,0,,HU,26.6,-86.6,75,986.0,north_atlantic,Elena,1985
80,1985-08-30 06:00:00,0,,HU,27.3,-87.2,80,980.0,north_atlantic,Elena,1985
81,1985-08-30 12:00:00,0,,HU,27.9,-87.3,90,974.0,north_atlantic,Elena,1985
82,1985-08-30 18:00:00,0,,HU,28.3,-86.8,90,978.0,north_atlantic,Elena,1985
83,1985-08-31 00:00:00,0,,HU,28.4,-86.0,90,977.0,north_atlantic,Elena,1985
84,1985-08-31 06:00:00,0,,HU,28.6,-85.3,90,976.0,north_atlantic,Elena,1985
85,1985-08-31 12:00:00,0,,HU,28.8,-84.4,90,975.0,north_atlantic,Elena,1985
86,1985-08-31 18:00:00,0,,HU,28.8,-84.0,90,974.0,north_atlantic,Elena,1985
87,1985-09-01 00:00:00,0,,HU,28.8,-83.8,95,971.0,north_atlantic,Elena,1985
88,1985-09-01 06:00:00,0,,HU,28.6,-83.9,100,965.0,north_atlantic,Elena,1985
89,1985-09-01 12:00:00,0,,HU,28.6,-84.2,105,961.0,north_atlantic,Elena,1985
90,1985-09-01 18:00:00,0,,HU,28.9,-84.8,110,954.0,north_atlantic,Elena,1985
91,1985-09-02 00:00:00,0,,HU,29.4,-85.9,110,953.0,north_atlantic,Elena,1985
92,1985-09-02 06:00:00,0,,HU,29.7,-87.3,105,957.0,north_atlantic,Elena,1985
93,1985-09-02 12:00:00,0,,HU,30.2,-88.8,100,959.0,north_atlantic,Elena,1985
94,1985-09-02 13:00:00,1,L,HU,30.4,-89.2,100,959.0,north_atlantic,Elena,1985
95,1985-09-02 18:00:00,0,,TS,31.0,-90.4,60,990.0,north_atlantic,Elena,1985
96,1985-09-03 00:00:00,0,,TS,31.9,-91.8,45,1000.0,north_atlantic,Elena,1985
97,1985-09-03 06:00:00,0,,TD,32.4,-92.8,30,1004.0,north_atlantic,Elena,1985
98,1985-09-03 12:00:00,0,,TD,33.2,-93.7,25,1006.0,north_atlantic,Elena,1985
99,1985-09-03 18:00:00,0,,TD,34.5,-94.0,25,1008.0,north_atlantic,Elena,1985
100,1985-09-04 00:00:00,0,,TD,35.9,-93.9,20,1010.0,north_atlantic,Elena,1985
101,1985-09-04 06:00:00,0,,TD,37.0,-93.2,20,1010.0,north_atlantic,Elena,1985
102,1985-09-04 12:00:00,0,,TD,38.0,-92.5,20,1010.0,north_atlantic,Elena,1985
103,1985-09-04 18:00:00,0,,TD,38.8,-91.4,20,1010.0,north_atlantic,Elena,1985
104,1985-09-16 12:00:00,0,,TD,13.3,-23.6,25,1009.0,north_atlantic,Gloria,1985
105,1985-09-16 18:00:00,0,,TD,13.8,-24.8,25,1008.0,north_atlantic,Gloria,1985
106,1985-09-17 00:00:00,0,,TD,14.1,-25.9,30,1008.0,north_atlantic,Gloria,1985
107,1985-09-17 06:00:00,0,,TD,14.3,-27.1,30,1008.0,north_atlantic,Gloria,1985
108,1985-09-17 12:00:00,0,,TS,14.6,-28.3,35,1007.0,north_atlantic,Gloria,1985
109,1985-09-17 18:00:00,0,,TS,14.7,-29.6,35,1007.0,north_atlantic,Gloria,1985
110,1985-09-18 00:00:00,0,,TS,14.9,-31.7,35,1006.0,north_atlantic,Gloria,1985
111,1985-09-18 06:00:00,0,,TS,15.0,-33.8,35,1006.0,north_atlantic,Gloria,1985
112,1985-09-18 12:00:00,0,,TS,15.1,-35.9,35,1006.0,north_atlantic,Gloria,1985
113,1985-09-18 18:00:00,0,,TD,15.4,-38.1,30,1006.0,north_atlantic,Gloria,1985
114,1985-09-19 00:00:00,0,,TD,15.8,-39.5,30,1006.0,north_atlantic,Gloria,1985
115,1985-09-19 06:00:00,0,,TD,16.2,-40.9,30,1006.0,north_atlantic,Gloria,1985
116,1985-09-19 12:00:00,0,,TD,16.6,-42.2,30,1006.0,north_atlantic,Gloria,1985
117,1985-09-19 18:00:00,0,,TD,17.0,-43.8,30,1006.0,north_atlantic,Gloria,1985
118,1985-09-20 00:00:00,0,,TS,17.2,-45.1,35,1005.0,north_atlantic,Gloria,1985
119,1985-09-20 06:00:00,0,,TS,17.4,-46.7,40,1004.0,north_atlantic,Gloria,1985
120,1985-09-20 12:00:00,0,,TS,17.5,-48.1,45,1003.0,north_atlantic,Gloria,1985
121,1985-09-20 18:00:00,0,,TS,17.6,-49.8,45,1002.0,north_atlantic,Gloria,1985
122,1985-09-21 00:00:00,0,,TS,17.7,-51.2,50,1001.0,north_atlantic,Gloria,1985
123,1985-09-21 06:00:00,0,,TS,17.7,-52.8,55,1001.0,north_atlantic,Gloria,1985
124,1985-09-21 12:00:00,0,,TS,17.7,-54.2,60,1000.0,north_atlantic,Gloria,1985
125,1985-09-21 18:00:00,0,,HU,17.7,-55.3,65,1000.0,north_atlantic,Gloria,1985
126,1985-09-22 00:00:00,0,,HU,17.8,-56.3,65,1000.0,north_atlantic,Gloria,1985
127,1985-09-22 06:00:00,0,,HU,17.8,-57.1,70,996.0,north_atlantic,Gloria,1985
128,1985-09-22 12:00:00,0,,HU,17.8,-58.2,70,992.0,north_atlantic,Gloria,1985
129,1985-09-22 18:00:00,0,,HU,18.4,-59.0,65,990.0,north_atlantic,Gloria,1985
130,1985-09-23 00:00:00,0,,HU,19.0,-60.2,65,990.0,north_atlantic,Gloria,1985
131,1985-09-23 06:00:00,0,,HU,19.7,-61.5,65,989.0,north_atlantic,Gloria,1985
132,1985-09-23 12:00:00,0,,HU,20.4,-62.9,65,987.0,north_atlantic,Gloria,1985
133,1985-09-23 18:00:00,0,,HU,21.0,-64.2,75,980.0,north_atlantic,Gloria,1985
134,1985-09-24 00:00:00,0,,HU,21.5,-65.5,95,956.0,north_atlantic,Gloria,1985
135,1985-09-24 06:00:00,0,,HU,21.9,-66.8,100,952.0,north_atlantic,Gloria,1985
136,1985-09-24 12:00:00,0,,HU,22.5,-67.9,100,950.0,north_atlantic,Gloria,1985
137,1985-09-24 18:00:00,0,,HU,23.2,-69.0,105,935.0,north_atlantic,Gloria,1985
138,1985-09-25 00:00:00,0,,HU,24.2,-70.0,120,920.0,north_atlantic,Gloria,1985
139,1985-09-25 06:00:00,0,,HU,25.1,-70.9,125,920.0,north_atlantic,Gloria,1985
140,1985-09-25 12:00:00,0,,HU,26.1,-72.0,115,926.0,north_atlantic,Gloria,1985
141,1985-09-25 18:00:00,0,,HU,26.9,-73.0,95,933.0,north_atlantic,Gloria,1985
142,1985-09-26 00:00:00,0,,HU,27.8,-74.0,85,940.0,north_atlantic,Gloria,1985
143,1985-09-26 06:00:00,0,,HU,28.9,-75.0,80,944.0,north_atlantic,Gloria,1985
144,1985-09-26 12:00:00,0,,HU,30.0,-75.5,80,946.0,north_atlantic,Gloria,1985
145,1985-09-26 18:00:00,0,,HU,31.4,-76.2,85,944.0,north_atlantic,Gloria,1985
146,1985-09-27 00:00:00,0,,HU,33.2,-76.0,90,942.0,north_atlantic,Gloria,1985
147,1985-09-27 05:30:00,1,L,HU,35.2,-75.6,90,942.0,north_atlantic,Gloria,1985
148,1985-09-27 06:00:00,0,,HU,35.5,-75.5,90,942.0,north_atlantic,Gloria,1985
149,1985-09-27 12:00:00,0,,HU,38.4,-74.5,85,951.0,north_atlantic,Gloria,1985
150,1985-09-27 16:00:00,1,L,HU,40.6,-73.3,75,961.0,north_atlantic,Gloria,1985
151,1985-09-27 18:00:00,0,,HU,41.9,-72.8,75,964.0,north_atlantic,Gloria,1985
152,1985-09-28 00:00:00,0,,EX,45.5,-70.0,50,986.0,north_atlantic,Gloria,1985
153,1985-09-28 06:00:00,0,,EX,48.1,-67.8,50,987.0,north_atlantic,Gloria,1985
154,1985-09-28 12:00:00,0,,EX,49.5,-64.5,50,987.0,north_atlantic,Gloria,1985
155,1985-09-28 18:00:00,0,,EX,50.8,-61.2,50,987.0,north_atlantic,Gloria,1985
156,1985-09-29 00:00:00,0,,EX,51.5,-57.5,50,990.0,north_atlantic,Gloria,1985
157,1985-09-29 06:00:00,0,,EX,52.1,-53.8,50,990.0,north_atlantic,Gloria,1985
158,1985-09-29 12:00:00,0,,EX,52.4,-50.0,50,990.0,north_atlantic,Gloria,1985
159,1985-09-29 18:00:00,0,,EX,52.5,-47.5,50,990.0,north_atlantic,Gloria,1985
160,1985-09-30 00:00:00,0,,EX,52.5,-45.0,50,990.0,north_atlantic,Gloria,1985
161,1985-09-30 06:00:00,0,,EX,52.5,-42.5,50,990.0,north_atlantic,Gloria,1985
162,1985-09-30 12:00:00,0,,EX,52.5,-40.0,50,990.0,north_atlantic,Gloria,1985
163,1985-09-30 18:00:00,0,,EX,52.9,-37.9,50,990.0,north_atlantic,Gloria,1985
164,1985-10-01 00:00:00,0,,EX,53.3,-35.9,50,990.0,north_atlantic,Gloria,1985
165,1985-10-01 06:00:00,0,,EX,53.8,-34.0,50,990.0,north_atlantic,Gloria,1985
166,1985-10-01 12:00:00,0,,EX,54.5,-32.0,50,990.0,north_atlantic,Gloria,1985
167,1985-10-01 18:00:00,0,,EX,55.5,-30.0,50,990.0,north_atlantic,Gloria,1985
168,1985-10-02 00:00:00,0,,EX,56.6,-29.0,50,960.0,north_atlantic,Gloria,1985
169,1985-10-26 00:00:00,0,,TD,24.5,-90.5,30,1005.0,north_atlantic,Juan,1985
170,1985-10-26 06:00:00,0,,TD,24.2,-91.5,30,1002.0,north_atlantic,Juan,1985
171,1985-10-26 12:00:00,0,,TS,23.8,-92.5,35,999.0,north_atlantic,Juan,1985
172,1985-10-26 18:00:00,0,,TS,24.4,-92.8,40,996.0,north_atlantic,Juan,1985
173,1985-10-27 00:00:00,0,,TS,24.6,-92.0,45,993.0,north_atlantic,Juan,1985
174,1985-10-27 06:00:00,0,,TS,25.3,-92.2,50,990.0,north_atlantic,Juan,1985
175,1985-10-27 12:00:00,0,,TS,25.7,-91.5,55,986.0,north_atlantic,Juan,1985
176,1985-10-27 18:00:00,0,,TS,26.4,-91.1,60,984.0,north_atlantic,Juan,1985
177,1985-10-28 00:00:00,0,,HU,27.8,-91.2,65,982.0,north_atlantic,Juan,1985
178,1985-10-28 06:00:00,0,,HU,28.6,-91.5,70,975.0,north_atlantic,Juan,1985
179,1985-10-28 12:00:00,0,,HU,29.4,-92.0,75,972.0,north_atlantic,Juan,1985
180,1985-10-28 18:00:00,0,,HU,29.3,-93.0,75,971.0,north_atlantic,Juan,1985
181,1985-10-29 00:00:00,0,,HU,28.9,-92.5,75,973.0,north_atlantic,Juan,1985
182,1985-10-29 06:00:00,0,,HU,29.0,-91.9,70,975.0,north_atlantic,Juan,1985
183,1985-10-29 11:00:00,1,L,HU,29.5,-91.4,65,974.0,north_atlantic,Juan,1985
184,1985-10-29 12:00:00,0,,HU,29.6,-91.3,65,974.0,north_atlantic,Juan,1985
185,1985-10-29 18:00:00,0,,TS,30.3,-91.9,60,978.0,north_atlantic,Juan,1985
186,1985-10-30 00:00:00,0,,TS,30.1,-92.3,60,980.0,north_atlantic,Juan,1985
187,1985-10-30 06:00:00,0,,TS,29.8,-92.2,55,982.0,north_atlantic,Juan,1985
188,1985-10-30 12:00:00,0,,TS,29.6,-92.1,55,982.0,north_atlantic,Juan,1985
189,1985-10-30 18:00:00,0,,TS,29.3,-91.8,55,982.0,north_atlantic,Juan,1985
190,1985-10-31 00:00:00,0,,TS,29.1,-91.3,55,982.0,north_atlantic,Juan,1985
191,1985-10-31 06:00:00,0,,TS,28.9,-90.3,55,980.0,north_atlantic,Juan,1985
192,1985-10-31 12:00:00,0,,TS,29.3,-89.1,60,978.0,north_atlantic,Juan,1985
193,1985-10-31 18:00:00,0,,TS,30.3,-87.7,55,982.0,north_atlantic,Juan,1985
194,1985-11-01 00:00:00,0,,TS,31.8,-87.0,40,984.0,north_atlantic,Juan,1985
195,1985-11-01 06:00:00,0,,TS,33.5,-86.7,35,986.0,north_atlantic,Juan,1985
196,1985-11-01 12:00:00,0,,EX,35.2,-86.6,30,989.0,north_atlantic,Juan,1985
197,1985-11-01 18:00:00,0,,EX,36.8,-87.1,25,992.0,north_atlantic,Juan,1985
198,2001-06-05 12:00:00,0,,TS,27.5,-95.0,40,1007.0,north_atlantic,Allison,2001
199,2001-06-05 18:00:00,0,,TS,28.5,-95.3,50,1002.0,north_atlantic,Allison,2001
200,2001-06-05 21:00:00,1,L,TS,28.9,-95.3,45,1003.0,north_atlantic,Allison,2001
201,2001-06-06 00:00:00,0,,TS,29.3,-95.3,45,1003.0,north_atlantic,Allison,2001
202,2001-06-06 06:00:00,0,,TD,30.1,-95.2,30,1006.0,north_atlantic,Allison,2001
203,2001-06-06 12:00:00,0,,TD,31.0,-95.2,20,1005.0,north_atlantic,Allison,2001
204,2001-06-06 18:00:00,0,,TD,31.5,-95.0,20,1005.0,north_atlantic,Allison,2001
205,2001-06-07 00:00:00,0,,TD,31.6,-95.0,20,1005.0,north_atlantic,Allison,2001
206,2001-06-07 06:00:00,0,,TD,31.8,-94.9,20,1006.0,north_atlantic,Allison,2001
207,2001-06-07 12:00:00,0,,TD,31.4,-94.9,20,1006.0,north_atlantic,Allison,2001
208,2001-06-07 18:00:00,0,,TD,31.1,-95.0,15,1007.0,north_atlantic,Allison,2001
209,2001-06-08 00:00:00,0,,TD,30.9,-95.6,15,1002.0,north_atlantic,Allison,2001
210,2001-06-08 06:00:00,0,,TD,30.7,-96.1,20,1004.0,north_atlantic,Allison,2001
211,2001-06-08 12:00:00,0,,TD,30.4,-96.2,20,1007.0,north_atlantic,Allison,2001
212,2001-06-08 18:00:00,0,,TD,30.2,-96.1,20,1007.0,north_atlantic,Allison,2001
213,2001-06-09 00:00:00,0,,TD,29.9,-95.9,20,1007.0,north_atlantic,Allison,2001
214,2001-06-09 06:00:00,0,,TD,29.6,-95.8,20,1007.0,north_atlantic,Allison,2001
215,2001-06-09 12:00:00,0,,TD,29.3,-95.8,20,1007.0,north_atlantic,Allison,2001
216,2001-06-09 18:00:00,0,,TD,28.9,-95.6,20,1008.0,north_atlantic,Allison,2001
217,2001-06-10 00:00:00,0,,SD,28.6,-95.2,20,1008.0,north_atlantic,Allison,2001
218,2001-06-10 06:00:00,0,,SD,28.6,-94.7,25,1007.0,north_atlantic,Allison,2001
219,2001-06-10 12:00:00,0,,SD,28.7,-94.3,25,1006.0,north_atlantic,Allison,2001
220,2001-06-10 18:00:00,0,,SD,28.8,-93.5,30,1006.0,north_atlantic,Allison,2001
221,2001-06-11 00:00:00,0,,SD,29.1,-92.3,30,1005.0,north_atlantic,Allison,2001
222,2001-06-11 02:00:00,1,L,SD,29.6,-91.6,30,1004.0,north_atlantic,Allison,2001
223,2001-06-11 06:00:00,0,,SS,30.0,-90.5,35,1003.0,north_atlantic,Allison,2001
224,2001-06-11 12:00:00,0,,SS,30.7,-89.4,40,1000.0,north_atlantic,Allison,2001
225,2001-06-11 18:00:00,0,,SS,31.0,-88.4,35,1002.0,north_atlantic,Allison,2001
226,2001-06-12 00:00:00,0,,SD,31.3,-87.4,25,1004.0,north_atlantic,Allison,2001
227,2001-06-12 06:00:00,0,,SD,31.8,-86.1,20,1005.0,north_atlantic,Allison,2001
228,2001-06-12 12:00:00,0,,SD,32.4,-84.7,20,1006.0,north_atlantic,Allison,2001
229,2001-06-12 18:00:00,0,,SD,32.8,-83.6,20,1006.0,north_atlantic,Allison,2001
230,2001-06-13 00:00:00,0,,SD,33.1,-82.6,20,1006.0,north_atlantic,Allison,2001
231,2001-06-13 06:00:00,0,,SD,33.4,-81.6,25,1004.0,north_atlantic,Allison,2001
232,2001-06-13 12:00:00,0,,SD,33.7,-80.7,25,1005.0,north_atlantic,Allison,2001
233,2001-06-13 18:00:00,0,,SD,34.0,-79.6,25,1006.0,north_atlantic,Allison,2001
234,2001-06-14 00:00:00,0,,SD,34.3,-78.5,25,1006.0,north_atlantic,Allison,2001
235,2001-06-14 06:00:00,0,,SD,34.6,-77.9,25,1006.0,north_atlantic,Allison,2001
236,2001-06-14 12:00:00,0,,SD,34.7,-77.7,25,1007.0,north_atlantic,Allison,2001
237,2001-06-14 18:00:00,0,,SD,34.6,-77.6,25,1008.0,north_atlantic,Allison,2001
238,2001-06-15 00:00:00,0,,SD,34.6,-77.2,25,1008.0,north_atlantic,Allison,2001
239,2001-06-15 06:00:00,0,,SD,34.9,-77.0,25,1008.0,north_atlantic,Allison,2001
240,2001-06-15 12:00:00,0,,SD,35.5,-76.9,25,1008.0,north_atlantic,Allison,2001
241,2001-06-15 18:00:00,0,,SD,35.9,-76.8,25,1009.0,north_atlantic,Allison,2001
242,2001-06-16 00:00:00,0,,SD,36.3,-76.6,25,1007.0,north_atlantic,Allison,2001
243,2001-06-16 06:00:00,0,,SD,36.6,-76.2,25,1007.0,north_atlantic,Allison,2001
244,2001-06-16 12:00:00,0,,SD,36.8,-75.9,25,1007.0,north_atlantic,Allison,2001
245,2001-06-16 18:00:00,0,,SD,37.2,-75.5,25,1006.0,north_atlantic,Allison,2001
246,2001-06-17 00:00:00,0,,SD,37.8,-75.4,25,1006.0,north_atlantic,Allison,2001
247,2001-06-17 06:00:00,0,,SD,38.6,-74.5,30,1005.0,north_atlantic,Allison,2001
248,2001-06-17 12:00:00,0,,SS,39.3,-73.4,40,1004.0,north_atlantic,Allison,2001
249,2001-06-17 18:00:00,0,,SS,40.0,-72.1,35,1005.0,north_atlantic,Allison,2001
250,2001-06-18 00:00:00,0,,EX,40.6,-70.8,30,1006.0,north_atlantic,Allison,2001
251,2001-06-18 06:00:00,0,,EX,41.3,-69.4,30,1008.0,north_atlantic,Allison,2001
252,2001-06-18 12:00:00,0,,EX,42.0,-67.4,30,1009.0,north_atlantic,Allison,2001
253,2001-06-18 18:00:00,0,,EX,42.7,-64.6,25,1011.0,north_atlantic,Allison,2001
254,2001-06-19 00:00:00,0,,EX,43.5,-61.0,20,1012.0,north_atlantic,Allison,2001
255,1989-09-10 12:00:00,0,,TD,13.2,-20.0,25,1010.0,north_atlantic,Hugo,1989
256,1989-09-10 18:00:00,0,,TD,13.3,-21.8,25,1010.0,north_atlantic,Hugo,1989
257,1989-09-11 00:00:00,0,,TD,13.2,-23.7,30,1009.0,north_atlantic,Hugo,1989
258,1989-09-11 06:00:00,0,,TD,13.0,-25.5,30,1007.0,north_atlantic,Hugo,1989
259,1989-09-11 12:00:00,0,,TD,12.8,-27.3,30,1005.0,north_atlantic,Hugo,1989
260,1989-09-11 18:00:00,0,,TS,12.5,-29.2,35,1003.0,north_atlantic,Hugo,1989
261,1989-09-12 00:00:00,0,,TS,12.5,-31.0,40,1002.0,north_atlantic,Hugo,1989
262,1989-09-12 06:00:00,0,,TS,12.5,-32.9,45,1000.0,north_atlantic,Hugo,1989
263,1989-09-12 12:00:00,0,,TS,12.5,-34.8,45,998.0,north_atlantic,Hugo,1989
264,1989-09-12 18:00:00,0,,TS,12.6,-36.7,50,996.0,north_atlantic,Hugo,1989
265,1989-09-13 00:00:00,0,,TS,12.6,-38.2,55,994.0,north_atlantic,Hugo,1989
266,1989-09-13 06:00:00,0,,TS,12.7,-40.0,55,992.0,north_atlantic,Hugo,1989
267,1989-09-13 12:00:00,0,,TS,12.8,-41.8,60,990.0,north_atlantic,Hugo,1989
268,1989-09-13 18:00:00,0,,HU,12.8,-43.5,65,987.0,north_atlantic,Hugo,1989
269,1989-09-14 00:00:00,0,,HU,12.9,-44.9,70,984.0,north_atlantic,Hugo,1989
270,1989-09-14 06:00:00,0,,HU,13.0,-46.3,80,980.0,north_atlantic,Hugo,1989
271,1989-09-14 12:00:00,0,,HU,13.2,-47.8,85,975.0,north_atlantic,Hugo,1989
272,1989-09-14 18:00:00,0,,HU,13.6,-49.1,90,970.0,north_atlantic,Hugo,1989
